CMDLINE /anaconda/bin/python csnn_pc_mnist.py --num_examples=1000
MEM 0.230469 1504137621.7447
MEM 10.691406 1504137621.8536
MEM 18.492188 1504137621.9584
MEM 23.285156 1504137622.0630
MEM 27.578125 1504137622.1633
MEM 30.878906 1504137622.2753
MEM 33.300781 1504137622.3760
MEM 40.410156 1504137622.4809
MEM 46.437500 1504137622.5849
MEM 52.183594 1504137622.6957
MEM 58.000000 1504137622.8081
MEM 58.496094 1504137622.9109
MEM 61.964844 1504137623.0118
MEM 67.082031 1504137623.1140
MEM 71.617188 1504137623.2182
MEM 83.070312 1504137623.3222
MEM 83.718750 1504137623.4253
MEM 84.769531 1504137623.5315
MEM 86.949219 1504137623.6331
MEM 89.402344 1504137623.7353
MEM 91.218750 1504137623.8382
MEM 97.382812 1504137623.9411
MEM 102.039062 1504137624.0447
MEM 107.257812 1504137624.1470
MEM 113.285156 1504137624.2476
MEM 121.703125 1504137624.3519
MEM 124.609375 1504137624.4522
MEM 125.062500 1504137624.5525
MEM 125.199219 1504137624.6587
MEM 125.316406 1504137624.7630
MEM 125.648438 1504137624.8681
MEM 128.531250 1504137624.9735
MEM 129.046875 1504137625.0738
MEM 129.820312 1504137625.1778
MEM 134.347656 1504137625.2790
MEM 138.863281 1504137625.3841
MEM 139.949219 1504137625.4874
MEM 140.878906 1504137625.5880
MEM 141.921875 1504137625.6901
MEM 142.898438 1504137625.7931
MEM 143.933594 1504137625.8970
MEM 145.019531 1504137625.9973
MEM 146.027344 1504137626.0978
MEM 147.042969 1504137626.2004
MEM 148.085938 1504137626.3010
MEM 149.195312 1504137626.4060
MEM 150.250000 1504137626.5100
MEM 151.238281 1504137626.6155
MEM 151.734375 1504137626.7187
MEM 152.296875 1504137626.8188
MEM 152.828125 1504137626.9212
MEM 153.191406 1504137627.0220
MEM 154.121094 1504137627.1252
MEM 155.039062 1504137627.2262
MEM 156.082031 1504137627.3286
MEM 157.109375 1504137627.4327
MEM 158.105469 1504137627.5349
MEM 159.097656 1504137627.6380
MEM 160.167969 1504137627.7402
MEM 161.242188 1504137627.8407
MEM 162.359375 1504137627.9459
MEM 163.500000 1504137628.0486
MEM 164.507812 1504137628.1490
MEM 165.550781 1504137628.2520
MEM 166.703125 1504137628.3536
MEM 167.714844 1504137628.4580
MEM 168.828125 1504137628.5589
MEM 169.710938 1504137628.6636
MEM 170.273438 1504137628.7651
MEM 170.808594 1504137628.8666
MEM 171.460938 1504137628.9684
MEM 172.078125 1504137629.0726
MEM 173.136719 1504137629.1754
MEM 174.324219 1504137629.2772
MEM 175.300781 1504137629.3787
MEM 176.355469 1504137629.4813
MEM 177.382812 1504137629.5862
MEM 178.363281 1504137629.6912
MEM 179.398438 1504137629.7954
MEM 180.570312 1504137629.8957
MEM 181.605469 1504137629.9990
MEM 182.644531 1504137630.1009
MEM 183.746094 1504137630.2060
MEM 184.726562 1504137630.3085
MEM 185.789062 1504137630.4115
MEM 186.960938 1504137630.5147
MEM 187.902344 1504137630.6160
MEM 188.429688 1504137630.7208
MEM 188.851562 1504137630.8255
MEM 189.523438 1504137630.9311
MEM 190.164062 1504137631.0333
MEM 191.039062 1504137631.1378
MEM 192.066406 1504137631.2419
MEM 193.156250 1504137631.3461
MEM 194.207031 1504137631.4493
MEM 195.273438 1504137631.5543
MEM 196.375000 1504137631.6590
MEM 197.476562 1504137631.7621
MEM 198.609375 1504137631.8660
MEM 199.714844 1504137631.9669
MEM 200.828125 1504137632.0679
MEM 202.007812 1504137632.1716
MEM 203.062500 1504137632.2757
MEM 204.164062 1504137632.3780
MEM 205.214844 1504137632.4827
MEM 206.140625 1504137632.5837
MEM 206.828125 1504137632.6842
