CMDLINE /anaconda/bin/python csnn_pc_mnist.py --do_plot=False --num_examples = 5000
MEM 2.992188 1504130437.1858
MEM 10.136719 1504130437.2886
MEM 16.292969 1504130437.3939
MEM 23.386719 1504130437.4979
MEM 28.308594 1504130437.5995
MEM 31.250000 1504130437.7004
MEM 33.742188 1504130437.8010
MEM 45.304688 1504130437.9062
MEM 50.460938 1504130438.0112
MEM 56.535156 1504130438.1127
MEM 62.761719 1504130438.2156
MEM 71.605469 1504130438.3207
MEM 83.125000 1504130438.4259
MEM 83.558594 1504130438.5282
MEM 85.964844 1504130438.6290
MEM 89.500000 1504130438.7311
MEM 91.558594 1504130438.8348
MEM 97.503906 1504130438.9363
MEM 100.109375 1504130439.0398
MEM 106.960938 1504130439.1470
MEM 112.281250 1504130439.2519
MEM 122.023438 1504130439.3565
MEM 124.968750 1504130439.4594
MEM 125.328125 1504130439.5599
MEM 125.339844 1504130439.6645
MEM 126.539062 1504130439.7657
MEM 129.687500 1504130439.8698
MEM 130.898438 1504130439.9730
MEM 137.234375 1504130440.0763
MEM 138.976562 1504130440.1770
