CMDLINE /anaconda/bin/python csnn_pc_mnist.py --do_plot=False
MEM 0.125000 1504130391.0840
MEM 12.164062 1504130391.1889
MEM 21.296875 1504130391.2941
MEM 29.050781 1504130391.3990
MEM 33.457031 1504130391.5045
MEM 40.062500 1504130391.6049
MEM 50.082031 1504130391.7076
MEM 57.996094 1504130391.8121
MEM 71.273438 1504130391.9145
MEM 83.542969 1504130392.0199
MEM 85.910156 1504130392.1216
MEM 90.363281 1504130392.2269
MEM 98.257812 1504130392.3322
MEM 106.417969 1504130392.4329
MEM 114.824219 1504130392.5335
MEM 124.144531 1504130392.6387
MEM 124.441406 1504130392.7436
MEM 125.289062 1504130392.8488
MEM 129.460938 1504130392.9539
MEM 136.156250 1504130393.0581
MEM 138.515625 1504130393.1633
