CMDLINE /anaconda/bin/python csnn_pc_mnist.py --do_plot=False --num_examples=5000
MEM 0.195312 1504130471.2025
MEM 10.730469 1504130471.3053
MEM 20.125000 1504130471.4105
MEM 26.734375 1504130471.5123
MEM 31.054688 1504130471.6128
MEM 39.898438 1504130471.7161
MEM 47.371094 1504130471.8197
MEM 56.812500 1504130471.9249
MEM 66.078125 1504130472.0255
MEM 80.460938 1504130472.1288
MEM 84.164062 1504130472.2339
MEM 89.136719 1504130472.3379
MEM 90.890625 1504130472.4390
MEM 98.035156 1504130472.5399
MEM 106.527344 1504130472.6451
MEM 119.535156 1504130472.7457
MEM 124.066406 1504130472.8509
MEM 124.558594 1504130472.9553
MEM 126.183594 1504130473.0600
MEM 129.507812 1504130473.1626
MEM 139.027344 1504130473.2670
MEM 140.335938 1504130473.3710
MEM 141.625000 1504130473.4723
MEM 142.937500 1504130473.5749
MEM 144.265625 1504130473.6765
MEM 145.597656 1504130473.7774
MEM 146.917969 1504130473.8826
MEM 148.281250 1504130473.9859
MEM 149.640625 1504130474.0890
MEM 150.996094 1504130474.1892
MEM 152.363281 1504130474.2911
MEM 153.691406 1504130474.3913
MEM 155.085938 1504130474.4959
MEM 156.445312 1504130474.5963
MEM 157.875000 1504130474.7015
MEM 159.210938 1504130474.8031
MEM 160.613281 1504130474.9059
MEM 162.050781 1504130475.0110
MEM 163.417969 1504130475.1162
MEM 164.769531 1504130475.2169
MEM 166.136719 1504130475.3201
MEM 167.464844 1504130475.4209
MEM 168.839844 1504130475.5226
MEM 170.222656 1504130475.6250
MEM 171.527344 1504130475.7252
MEM 172.886719 1504130475.8276
MEM 174.210938 1504130475.9295
MEM 175.550781 1504130476.0325
MEM 176.851562 1504130476.1344
MEM 178.121094 1504130476.2368
MEM 179.222656 1504130476.3380
MEM 180.113281 1504130476.4434
MEM 181.203125 1504130476.5446
MEM 182.437500 1504130476.6458
MEM 183.617188 1504130476.7468
MEM 184.753906 1504130476.8547
MEM 184.847656 1504130476.9570
MEM 185.437500 1504130477.0603
MEM 185.871094 1504130477.1651
MEM 186.628906 1504130477.2654
MEM 187.566406 1504130477.3658
MEM 188.390625 1504130477.4692
MEM 189.449219 1504130477.5728
MEM 189.960938 1504130477.6767
MEM 190.878906 1504130477.7793
MEM 191.804688 1504130477.8862
MEM 192.347656 1504130477.9892
MEM 193.324219 1504130478.0895
MEM 194.453125 1504130478.1915
MEM 195.476562 1504130478.2948
MEM 195.585938 1504130478.3958
MEM 195.601562 1504130478.4991
MEM 196.085938 1504130478.5995
MEM 196.488281 1504130478.7046
MEM 197.269531 1504130478.8069
MEM 197.988281 1504130478.9112
MEM 198.750000 1504130479.0164
MEM 199.441406 1504130479.1171
MEM 199.449219 1504130479.2192
MEM 199.976562 1504130479.3225
MEM 200.464844 1504130479.4238
MEM 200.851562 1504130479.5252
MEM 201.667969 1504130479.6255
MEM 202.503906 1504130479.7296
MEM 203.351562 1504130479.8300
MEM 204.359375 1504130479.9347
MEM 205.070312 1504130480.0395
MEM 205.136719 1504130480.1418
MEM 205.546875 1504130480.2470
MEM 206.136719 1504130480.3510
MEM 206.660156 1504130480.4514
MEM 207.179688 1504130480.5535
MEM 207.652344 1504130480.6564
MEM 208.390625 1504130480.7581
MEM 209.187500 1504130480.8620
MEM 209.660156 1504130480.9672
MEM 210.203125 1504130481.0704
MEM 210.890625 1504130481.1712
MEM 211.687500 1504130481.2746
MEM 212.398438 1504130481.3798
MEM 213.191406 1504130481.4839
MEM 213.714844 1504130481.5846
MEM 214.812500 1504130481.6895
MEM 215.738281 1504130481.7939
MEM 216.113281 1504130481.8966
MEM 216.636719 1504130481.9971
MEM 216.964844 1504130482.1015
MEM 217.738281 1504130482.2067
MEM 218.347656 1504130482.3084
MEM 218.878906 1504130482.4103
MEM 219.378906 1504130482.5155
MEM 219.972656 1504130482.6182
MEM 220.632812 1504130482.7187
MEM 221.414062 1504130482.8211
MEM 222.144531 1504130482.9232
MEM 222.496094 1504130483.0260
MEM 223.128906 1504130483.1286
MEM 223.835938 1504130483.2295
MEM 224.628906 1504130483.3301
MEM 225.347656 1504130483.4327
MEM 225.992188 1504130483.5365
MEM 226.574219 1504130483.6398
MEM 227.277344 1504130483.7451
MEM 227.964844 1504130483.8502
MEM 228.675781 1504130483.9512
MEM 229.460938 1504130484.0535
MEM 230.121094 1504130484.1558
MEM 230.707031 1504130484.2561
MEM 231.601562 1504130484.3579
MEM 232.527344 1504130484.4601
MEM 233.531250 1504130484.5650
MEM 234.203125 1504130484.6682
MEM 235.136719 1504130484.7702
MEM 236.035156 1504130484.8732
MEM 237.007812 1504130484.9742
MEM 237.964844 1504130485.0785
MEM 238.812500 1504130485.1833
MEM 239.746094 1504130485.2885
MEM 240.695312 1504130485.3898
MEM 241.804688 1504130485.4932
MEM 242.683594 1504130485.5980
MEM 243.496094 1504130485.7010
MEM 244.691406 1504130485.8062
MEM 245.660156 1504130485.9071
MEM 246.597656 1504130486.0123
MEM 247.621094 1504130486.1174
MEM 248.363281 1504130486.2203
MEM 249.320312 1504130486.3214
MEM 250.335938 1504130486.4224
MEM 251.378906 1504130486.5240
MEM 252.351562 1504130486.6273
MEM 253.148438 1504130486.7316
MEM 254.195312 1504130486.8349
MEM 255.292969 1504130486.9399
MEM 256.210938 1504130487.0433
MEM 256.890625 1504130487.1476
MEM 257.535156 1504130487.2527
MEM 258.453125 1504130487.3579
MEM 259.480469 1504130487.4621
MEM 260.800781 1504130487.5673
