CMDLINE /anaconda/bin/python csnn_pc_mnist.py --do_plot=False
MEM 0.023438 1504130415.4719
MEM 10.675781 1504130415.5724
MEM 12.507812 1504130415.6782
MEM 17.671875 1504130415.7815
MEM 20.781250 1504130415.8826
MEM 23.074219 1504130415.9852
MEM 26.355469 1504130416.0872
MEM 28.484375 1504130416.1920
MEM 31.714844 1504130416.2972
MEM 38.316406 1504130416.4002
MEM 46.007812 1504130416.5054
MEM 50.375000 1504130416.6078
MEM 56.160156 1504130416.7130
MEM 61.234375 1504130416.8139
MEM 70.312500 1504130416.9191
MEM 73.425781 1504130417.0235
MEM 83.195312 1504130417.1287
MEM 83.562500 1504130417.2315
MEM 83.628906 1504130417.3356
MEM 85.984375 1504130417.4384
MEM 89.148438 1504130417.5402
MEM 89.949219 1504130417.6438
MEM 90.601562 1504130417.7443
MEM 92.160156 1504130417.8448
MEM 97.277344 1504130417.9477
MEM 99.082031 1504130418.0488
MEM 102.542969 1504130418.1493
MEM 106.265625 1504130418.2523
MEM 109.582031 1504130418.3555
MEM 113.460938 1504130418.4605
MEM 117.035156 1504130418.5639
MEM 121.542969 1504130418.6680
MEM 124.628906 1504130418.7701
MEM 124.628906 1504130418.8746
MEM 124.816406 1504130418.9762
MEM 124.937500 1504130419.0805
MEM 125.042969 1504130419.1849
MEM 125.042969 1504130419.2861
MEM 125.042969 1504130419.3873
MEM 126.085938 1504130419.4913
MEM 128.406250 1504130419.5915
MEM 129.125000 1504130419.6967
MEM 133.421875 1504130419.7973
MEM 138.824219 1504130419.9006
MEM 139.820312 1504130420.0062
MEM 140.714844 1504130420.1104
MEM 141.707031 1504130420.2155
MEM 142.796875 1504130420.3185
MEM 143.781250 1504130420.4237
MEM 144.761719 1504130420.5248
MEM 145.609375 1504130420.6268
MEM 146.613281 1504130420.7311
MEM 147.605469 1504130420.8350
MEM 148.703125 1504130420.9394
MEM 149.679688 1504130421.0431
MEM 150.652344 1504130421.1466
